"","file","object_id","tabular","semantic","definition_list","header_row","header_column","rule_1_violation","rule_2_violation","rule_3_violation","rule_4_violation","violations_sum","violation_present"
"1029","1563517-39",17576,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1030","1563553-58",95140,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1031","1563564-30",9827,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1032","1563375-47",49322,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1033","1563601-10",26809,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1034","1563560-58",8091,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1035","1563572-20",58417,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1036","1563546-27",48335,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1037","1563450-34",87992,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1038","1563443-124",44574,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1039","1563459-18",4498,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1040","1563600-10",3436,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1041","1563450-25",64016,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1042","1563598-91",244913,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1043","1563680-1",1769,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1044","1563688-16",38004,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1045","1563713-40",27579,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1046","1563617-5",13720,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"1047","1563708-20",2623,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1048","1563654-48",140459,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1049","1563564-19",5247,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1050","1563615-27",41199,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1051","1563634-38",65012,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1052","1563601-23",58341,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1053","1563712-12",41081,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1054","1563604-6",993,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"1055","1563597-38",114582,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1056","1563708-37",5286,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1057","1563600-14",5144,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1058","1563637-29",57535,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1059","1563645-39",107882,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1060","1563713-55",39122,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1061","1563712-17",56514,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1062","1563728-110",157046,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1063","1563717-8",12189,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1064","1563649-45",81699,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1065","1563717-50",151898,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1066","1563720-40",46791,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1067","1563757-4",525,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1068","1563540-27",5416,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1069","1563576-22",20139,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1070","1563637-23",45372,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1071","1563601-22",57510,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1072","1563636-28",16531,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1073","1563720-56",66621,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1074","1563661-61",111307,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1075","1563671-7",656,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1076","1563893-6",6507,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1077","1563892-98",96266,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1078","1563882-19",51317,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1079","1563734-38",113179,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1080","1563738-18",39717,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1081","1563604-7",1061,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1082","1563784-41",8087,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1083","1563484-46",97353,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1084","1563878-3",12805,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1085","1563916-58",85388,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1086","1563905-42",98171,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1087","1563548-5",10541,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1088","1563588-14",39810,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1089","1563547-23",70906,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1090","1563637-28",55573,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1091","1563637-18",36859,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1092","1563707-54",71431,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1093","1563732-12",7700,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1094","1563688-24",68688,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1095","1563918-17",34322,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1096","1563913-14",2059,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1097","1563923-15",3525,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,FALSE
"1098","1563558-38",7145,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1099","1563521-6",12740,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1100","1563720-24",21621,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1101","1563720-17",14166,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1102","1563734-52",139321,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1103","1563739-4",2518,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1104","1563809-10",37744,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1105","1563905-48",105014,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1106","1563918-28",55971,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1107","1563918-86",172154,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1108","1563900-6",2949,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1109","1563600-12",4175,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1110","1563635-28",4901,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1111","1563850-5",10200,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1112","1563891-30",17857,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1113","1563645-26",69786,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1114","1563568-33",58046,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1115","1563956-26",122442,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1116","1563918-14",28622,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1117","1563548-4",8847,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1118","1563971-13",31257,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1119","1563918-90",179282,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1120","1563720-21",18470,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1121","1563713-60",42817,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1122","1563794-26",63202,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1123","1563724-76",37155,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1124","1563804-18",32024,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1125","1563982-15",14984,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1126","1563982-12",11894,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1127","1563982-46",52104,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1128","1563982-46",52537,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1129","1563985-13",2016,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1130","1563918-68",136165,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1131","1563982-47",52981,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1132","1563648-57",9508,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1133","1563734-35",106062,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1134","1563826-7",3289,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1135","1563908-7",18615,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1136","1563932-6",4516,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1137","1564019-13",18979,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1138","1564067-17",56678,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1139","1563882-50",140345,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1140","1563904-22",51610,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1141","1564013-5",9105,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1142","1564026-43",113267,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1143","1564043-17",21264,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1144","1563568-27",44020,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1145","1563790-7",8782,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1146","1563498-19",19841,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1147","1563804-82",206625,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1148","1563850-2",2831,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1149","1563898-93",53967,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1150","1563918-34",69114,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1151","1563842-62",58099,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,FALSE
"1152","1564002-84",219960,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1153","1564066-9",1030,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1154","1563988-39",14256,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1155","1564094-0",519,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1156","1564074-13",4554,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1157","1564043-32",40750,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1158","1564002-85",221306,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1159","1564043-27",34409,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1160","1564098-10",15699,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1161","1564092-4",1007,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1162","1564124-48",6177,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1163","1564098-27",64249,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1164","1564094-52",84081,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1165","1564124-49",6357,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1166","1564068-11",3703,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1167","1564145-10",2809,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1168","1564159-54",47105,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1169","1563918-82",164360,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1170","1564164-19",14449,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1171","1564167-25",10617,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1172","1564043-46",56262,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1173","1563905-43",99882,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1174","1563648-99",15418,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1175","1563647-25",8363,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1176","1564149-3",544,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1177","1563784-39",7555,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1178","1564179-26",13303,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1179","1563900-3",1943,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1180","1564096-20",38441,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1181","1564179-75",69551,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1182","1564094-59",95193,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1183","1563732-9",6518,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1184","1564098-26",62684,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"1185","1564153-27",62788,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"1186","1564167-20",4654,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1187","1564124-67",9787,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1188","1564199-16",2051,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1189","1564167-24",9317,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1190","1564168-69",22725,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1191","1564179-81",85364,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1192","1564221-5",1717,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1193","1564212-18",16727,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1194","1564228-34",18745,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1195","1563427-56",25316,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1196","1563450-28",71766,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1197","1563453-69",161946,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1198","1563443-120",41778,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1199","1563524-65",226672,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1200","1563600-11",3698,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1201","1563645-44",122520,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1202","1563713-53",37569,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1203","1563547-44",164097,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1204","1563918-27",54428,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1205","1563918-81",162184,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1206","1563736-18",52203,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1207","1563918-70",140869,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1208","1564168-77",29196,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1209","1563939-16",4720,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1210","1564179-74",67906,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1211","1563978-15",4279,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1212","1563999-48",16645,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1213","1564153-76",168537,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1214","1564153-78",172194,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1215","1564100-6",20362,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1216","1564100-10",38021,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1217","1564063-50",69332,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1218","1564238-101",246925,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1219","1564018-43",7172,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1220","1564029-11",19937,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1221","1564124-40",4870,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1222","1564153-14",30255,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1223","1564067-5",19068,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1224","1563918-24",48347,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1225","1563900-18",8128,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1226","1564138-5",7195,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1227","1564164-44",30723,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1228","1564175-85",113345,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1229","1564179-70",59648,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1230","1564231-11",17750,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1231","1563999-45",15175,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1232","1564231-14",20941,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1233","1563568-19",25205,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1234","1563720-46",54798,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1235","1563713-41",28568,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1236","1563882-17",44503,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1237","1563720-43",50411,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1238","1564243-27",16165,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1239","1563804-91",245007,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1240","1563601-28",75000,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1241","1563955-16",34360,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1242","1564318-4",1330,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1243","1564043-32",40426,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1244","1564345-3",1968,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1245","1563719-7",11474,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1246","1563784-2",403,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1247","1564138-8",10326,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1248","1564308-10",33181,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1249","1563865-75",34165,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1250","1563918-84",169671,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1251","1564179-71",62172,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1252","1564153-35",79604,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"1253","1564153-53",126848,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"1254","1564167-23",8280,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1255","1564179-66",52229,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1256","1564201-74",87094,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1257","1564464-25",22842,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1258","1564322-6",11371,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1259","1564325-18",62324,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1260","1564167-25",10829,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1261","1564328-43",30336,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1262","1564451-4",10836,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1263","1564282-11",14880,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1264","1564244-110",162826,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1265","1564244-98",145397,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1266","1564494-56",172131,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1267","1564453-12",30570,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1268","1564492-4",653,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1269","1564542-87",113209,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1270","1564542-6",7602,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1271","1564599-56",83741,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1272","1564043-26",32448,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1273","1564595-50",152123,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"1274","1564596-62",14213,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1275","1564584-52",19953,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1276","1564541-9",9011,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"1277","1564068-15",5721,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1278","1564099-10",14372,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1279","1564609-16",1243,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1280","1564167-24",9483,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1281","1564452-5",9562,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1282","1564491-45",122499,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1283","1564160-32",5816,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1284","1564209-22",4854,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"1285","1564596-57",11891,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1286","1564611-10",9351,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"1287","1564621-14",4183,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1288","1564340-56",10447,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"1289","1564265-33",90239,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"1290","1564609-15",1192,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
